CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
50088912,DAVIDOVICH BAKERY/BLUEMOON HOTEL,Manhattan,100,ORCHARD STREET,10002,7322167555,CafÃ©/Coffee/Tea,5/31/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,70,,,4/12/2020,Pre-permit (Operational) / Initial Inspection,40.71855192,-73.9900001,103,1,1800,1005287,1004097501,MN27
50013468,KREYOL FLAVOR,Brooklyn,2816,CHURCH AVENUE,11226,7188562100,Caribbean,3/9/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Y,40,,,4/12/2020,Cycle Inspection / Initial Inspection,40.65071851,-73.95100294,317,40,82400,3117267,3051050026,BK95
50052504,MARKETPLACE AT MCGINLEY CENTER FORDHAM UNIVERSITY`,Bronx,441,EAST FORDHAM ROAD,10458,7188170917,American,10/10/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,10,A,10/10/2018,4/12/2020,Cycle Inspection / Re-inspection,40.86072674,-73.88953366,206,15,39700,2102025,2032730001,BX06
41546229,JOE'S PIZZA,Bronx,3009A,MIDDLETOWN ROAD,10461,7189313145,Pizza,7/5/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,7,A,7/5/2016,4/12/2020,Cycle Inspection / Initial Inspection,40.84397439,-73.83004492,210,13,26602,2046054,2041680007,BX10
50080214,BONAFIDE CAFE & DELI,Brooklyn,118,KANE STREET,11231,5164676286,Delicatessen,6/19/2019,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Y,54,,,4/12/2020,Cycle Inspection / Initial Inspection,40.68709179,-73.99942668,306,39,4900,3335999,3003210033,BK33
41383441,RUDDY AND DEAN,Staten Island,44,RICHMOND TERRACE,10301,7188164400,American,11/28/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,9,A,11/28/2018,4/12/2020,Cycle Inspection / Re-inspection,40.64392385,-74.07646811,501,49,300,5000070,5000070080,SI22
50046593,SAINT JULIVERT FISHERIE,Brooklyn,264,CLINTON STREET,11201,3479873710,Seafood,9/7/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,21,,,4/12/2020,Cycle Inspection / Initial Inspection,40.68780534,-73.99554324,306,39,4500,3003232,3003010024,BK33
50099032,CAFE METRO,Manhattan,2062,BROADWAY,10023,2123531234,American,2/13/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,2,A,2/13/2020,4/12/2020,Pre-permit (Operational) / Initial Inspection,40.77794484,-73.9820765,107,6,15700,1029873,1011430001,MN14
50084441,CAVA GRILL,Manhattan,1385,BROADWAY,10018,7185029282,Mediterranean,1/3/2020,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,33,,,4/12/2020,Cycle Inspection / Initial Inspection,40.75260595,-73.98738904,105,3,10900,1015262,1008130055,MN17
50072351,95 FUSION TEA ROOM & KITCHEN BAR,Manhattan,95,CHRYSTIE STREET,10002,3475587763,Asian,3/28/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Y,19,,,4/12/2020,Pre-permit (Operational) / Initial Inspection,40.71774524,-73.99404054,103,1,1600,1003938,1003040025,MN27
41423908,DAVID'S RESTAURANT,Brooklyn,539,KINGS HIGHWAY,11223,7189988600,Jewish/Kosher,11/21/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,26,,,4/12/2020,Cycle Inspection / Initial Inspection,40.60450825,-73.96947194,315,44,42200,3177319,3066600046,BK25
50005180,J & B YUMMY PIZZA,Brooklyn,5507,5 AVENUE,11220,7184391105,Pizza,4/4/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,24,,,4/12/2020,Cycle Inspection / Initial Inspection,40.64218645,-74.0133359,307,38,10000,3015006,3008320006,BK34
50034214,BUTCH AND COCO CAFE,Brooklyn,153,HOWARD AVENUE,11233,9179305562,American,12/1/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Y,12,A,12/1/2017,4/12/2020,Cycle Inspection / Initial Inspection,40.6832624,-73.92005412,303,41,37700,3342926,3015010073,BK35
41070673,AMOR KARAOKE & BAR,Queens,7801,ROOSEVELT AVENUE,11372,7184247562,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/16/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,12,A,3/16/2018,4/12/2020,Cycle Inspection / Re-inspection,40.7472596,-73.8875102,403,25,28500,4029944,4012890043,QN28
50001277,NAGLE BAKERY,Manhattan,121B,NAGLE AVENUE,10040,6464769462,Bakery,8/1/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,9,A,8/1/2016,4/12/2020,Cycle Inspection / Re-inspection,40.86074568,-73.92702337,112,10,28300,1064150,1021730015,MN35
50012254,BERG'N BEER HALL/MIGHTY QUINN'S/LANDHAUS/PIZZA BY CHARLIE/ JIANBING,Brooklyn,899,BERGEN STREET,11238,7188572333,American,3/25/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,10,A,3/25/2017,4/12/2020,Cycle Inspection / Initial Inspection,40.67721103,-73.95768911,308,35,30500,3028021,3011420018,BK61
50008073,tutto il giorno,Manhattan,114,FRANKLIN STREET,10013,2122748100,Italian,7/14/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,8,A,7/14/2017,4/12/2020,Cycle Inspection / Initial Inspection,40.7186263,-74.0060822,101,1,3300,1001984,1001780010,MN24
50054721,CROWN FRIED CHICKEN & PIZZA,Brooklyn,5930,GLENWOOD ROAD,11234,7182097000,Chicken,1/24/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,13,,,4/12/2020,Cycle Inspection / Initial Inspection,40.63405907,-73.91948279,318,46,72200,3223369,3079790117,BK58
50016319,ROYAL ELITE PALACE CATERERS LLC,Queens,6902,GARFIELD AVE,11377,7185652001,Jewish/Kosher,1/22/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,9,A,1/22/2019,4/12/2020,Cycle Inspection / Re-inspection,40.73648323,-73.89578097,402,30,48900,4056374,4024380020,QN50
41383250,OSAKA JAPANESE FUSION,Queens,2524,BROADWAY,11106,7187772662,Japanese,6/28/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Y,12,,,4/12/2020,Cycle Inspection / Initial Inspection,40.76329424,-73.92820992,401,22,5300,4007160,4005800026,QN70
40735858,ACQUA SANTA,Brooklyn,556,DRIGGS AVENUE,11211,7183849695,Italian,3/8/2019,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Y,26,,,4/12/2020,Cycle Inspection / Initial Inspection,40.71691374,-73.95657078,301,33,55300,3062096,3023280018,BK73
41242701,MICHAEL & SONS ITALIAN FOOD & PIZZA,Queens,19213,47 AVENUE,11358,7183576528,Pizza,7/5/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,20,,,4/12/2020,Cycle Inspection / Initial Inspection,40.75200021,-73.78860758,411,19,142900,4125330,4055480059,QN48
41011076,YAKITORI SUN-CHAN,Manhattan,2707,BROADWAY,10025,2127495008,Japanese,8/8/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,12,A,8/8/2017,4/12/2020,Cycle Inspection / Initial Inspection,40.7993784,-73.96841064,107,6,19100,1056562,1018750010,MN12
41237579,CILANTRO,Manhattan,485,COLUMBUS AVENUE,10024,2127129090,Mexican,2/10/2017,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",N,,,,4/12/2020,Smoke-Free Air Act / Initial Inspection,40.78476936,-73.9734117,107,6,16900,1031215,1011970003,MN12
40365577,V & T RESTAURANT,Manhattan,1024,AMSTERDAM AVENUE,10025,2126668051,Italian,2/20/2019,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,11,A,2/20/2019,4/12/2020,Cycle Inspection / Re-inspection,40.80332942,-73.96361191,109,7,19900,1056908,1018820028,MN09
50014995,CLOUD SOCIAL,Manhattan,6,WEST   32 STREET,10001,2129041092,American,5/15/2019,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Y,10,,,4/12/2020,Cycle Inspection / Initial Inspection,40.74737428,-73.98605109,105,4,7600,1015824,1008330049,MN17
50071771,LA GATA GOLOSA,Queens,8901,37TH AVE,11372,3479353032,Bakery,1/24/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,12,A,1/24/2018,4/12/2020,Pre-permit (Operational) / Re-inspection,40.75044718,-73.87766611,403,25,27700,4035953,4014630035,QN28
41298811,LE PAIN QUOTIDIEN,Manhattan,70,WEST   40 STREET,10018,2123545224,Sandwiches/Salads/Mixed Buffet,10/29/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Y,62,,,4/12/2020,Cycle Inspection / Initial Inspection,40.75325883,-73.98437872,105,4,8400,1016059,1008410085,MN17
50082604,MIDDLE VILLAGE BAGELS,Queens,7916,ELIOT AVE,11379,7184578936,American,10/2/2018,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Y,35,,,4/12/2020,Pre-permit (Non-operational) / Initial Inspection,40.72482952,-73.87954969,405,30,67100,4067444,4029370006,QN21
41452725,TASTE OF GEORGIA,Brooklyn,1637,EAST   18 STREET,11229,7183365556,Eastern European,10/31/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,9,A,10/31/2016,4/12/2020,Cycle Inspection / Re-inspection,40.60973251,-73.9555459,315,48,55200,3182496,3067810066,BK44
50088065,HALSEY ALE HOUSE,Brooklyn,1204,HALSEY STREET,11207,6464232866,American,11/20/2019,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,11,A,11/20/2019,4/12/2020,Pre-permit (Operational) / Initial Inspection,40.6912695,-73.90976021,304,37,41300,3078846,3034110037,BK78
41308044,RELISH CONCESSIONS & EVENT CATERING (WOLLMAN RINK),Manhattan,0,INSIDE CENTRAL PARK,10000,2127726536,American,10/27/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,7,A,10/27/2017,4/12/2020,Cycle Inspection / Re-inspection,40.78228866,-73.96519421,164,6,14300,1000000,1011110001,MN99
50050673,DON EMILIO DINER RESTAURANT,Bronx,1315,CASTLE HILL AVENUE,10462,3478212778,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9/20/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,10,A,9/20/2016,4/12/2020,Cycle Inspection / Re-inspection,40.83462857,-73.8518745,209,18,22200,2029018,2039350001,BX46
50040092,SUBWAY,Manhattan,577,2 AVENUE,10016,2126853433,Sandwiches,11/27/2019,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,11,A,11/27/2019,4/12/2020,Cycle Inspection / Initial Inspection,40.74324743,-73.97693249,106,2,7000,1020052,1009120036,MN20
41218452,CARIFESTA RESTAURANT,Queens,12615,LIBERTY AVENUE,11419,7183222210,Caribbean,1/8/2020,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Y,51,,,4/12/2020,Cycle Inspection / Initial Inspection,40.68868453,-73.81785784,410,28,15802,4203949,4095630022,QN55
50060813,DUNKIN',Queens,8610,QUEENS BLVD,11373,9178326434,CafÃ©/Coffee/Tea,3/23/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,13,A,3/23/2017,4/12/2020,Pre-permit (Operational) / Initial Inspection,40.73650888,-73.87731291,404,25,47500,4064656,4028510027,QN29
